INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
38466001	4	66	1	12	50	300	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G12#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466002	4	66	2	24	775	350	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G24#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466003	4	66	3	35	3785	1125	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G35#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466004	4	66	4	47	11625	4910	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G47#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466005	4	66	5	59	27760	16535	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G59#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466006	4	66	6	70	56520	44295	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G70#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466007	4	66	7	82	103115	100815	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G82#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466008	4	66	8	94	173575	203930	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G94#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38466009	4	66	9	105	0	377505	ZhenYuanZH_5_15	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G105#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467001	4	67	1	12	50	300	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G12#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467002	4	67	2	24	775	350	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G24#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467003	4	67	3	35	3785	1125	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G35#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467004	4	67	4	47	11625	4910	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G47#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467005	4	67	5	59	27760	16535	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G59#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467006	4	67	6	70	56520	44295	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G70#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467007	4	67	7	82	103115	100815	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G82#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467008	4	67	8	94	173575	203930	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G94#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38467009	4	67	9	105	0	377505	ZhenYuanZH_6_4	魂元·炽火	装备原有#G火攻击#W效果直接提升#G105#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有火攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468001	4	68	1	12	50	300	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G12#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468002	4	68	2	24	775	350	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G24#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468003	4	68	3	35	3785	1125	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G35#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468004	4	68	4	47	11625	4910	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G47#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468005	4	68	5	59	27760	16535	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G59#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468006	4	68	6	70	56520	44295	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G70#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468007	4	68	7	82	103115	100815	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G82#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468008	4	68	8	94	173575	203930	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G94#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38468009	4	68	9	105	0	377505	ZhenYuanZH_6_9	魂元·印玄	装备原有#G玄攻击#W效果直接提升#G105#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有玄攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469001	4	69	1	12	50	300	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G12#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469002	4	69	2	24	775	350	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G24#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469003	4	69	3	35	3785	1125	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G35#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469004	4	69	4	47	11625	4910	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G47#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469005	4	69	5	59	27760	16535	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G59#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469006	4	69	6	70	56520	44295	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G70#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469007	4	69	7	82	103115	100815	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G82#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469008	4	69	8	94	173575	203930	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G94#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38469009	4	69	9	105	0	377505	ZhenYuanZH_6_14	魂元·蛊毒	装备原有#G毒攻击#W效果直接提升#G105#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有毒攻属性的装备上能发挥更大效果#r#G（魂元放入真元盘眼内方可生效）
38501001	5	1	1	20	100	1000	ZhenYuan1_5	真元·勇力	装备原有#G力量#W效果提升#G20%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有力量属性的装备上能发挥更大效果#r#G该真元可在苏州（350，229）张士心处铸为金色真元。#r#G（真元放入真元盘眼内方可生效）
38501002	5	1	2	38	1485	1100	ZhenYuan1_5	真元·勇力	装备原有#G力量#W效果提升#G38%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有力量属性的装备上能发挥更大效果#r#G该真元可在苏州（350，229）张士心处铸为金色真元。#r#G（真元放入真元盘眼内方可生效）
38501003	5	1	3	56	7585	2585	ZhenYuan1_5	真元·勇力	装备原有#G力量#W效果提升#G56%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有力量属性的装备上能发挥更大效果#r#G该真元可在苏州（350，229）张士心处铸为金色真元。#r#G（真元放入真元盘眼内方可生效）
38501004	5	1	4	74	24455	10170	ZhenYuan1_5	真元·勇力	装备原有#G力量#W效果提升#G74%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有力量属性的装备上能发挥更大效果#r#G该真元可在苏州（350，229）张士心处铸为金色真元。#r#G（真元放入真元盘眼内方可生效）
38501005	5	1	5	92	61025	34625	ZhenYuan1_5	真元·勇力	装备原有#G力量#W效果提升#G92%#W	张士心以上古神石为物，其灵为引，经十年苦制，方得此物。可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W变为#G魂元#W。#r#G该真元在90级以上且7星以上有力量属性的装备上能发挥更大效果#r#G该真元可在苏州（350，229）张士心处铸为金色真元。#r#G（真元放入真元盘眼内方可生效）
